date,year,month,city,region,product,category,revenue,units_sold,cost,profit
2021-03-23,2021,3,Delhi,North,D,Electronics,11415.43,47,8905.95,2509.48
2023-07-11,2023,7,Bangalore,South,D,Electronics,10417.62,41,6975.86,3441.76
2022-01-05,2022,1,Mumbai,West,D,Electronics,18307.85,51,12923.26,5384.59
2022-10-17,2022,10,Mumbai,West,D,Electronics,16145.19,49,9171.58,6973.61
2023-03-09,2023,3,Delhi,North,D,Electronics,15553.99,37,10871.68,4682.31
2022-12-31,2022,12,Kolkata,East,C,Grocery,9018.16,73,5334.44,3683.73
2023-07-30,2023,7,Delhi,North,D,Electronics,14757.05,38,11781.31,2975.74
2021-06-03,2021,6,Delhi,North,B,Clothing,8243.28,50,4457.02,3786.26
2023-11-25,2023,11,Chennai,South,A,Electronics,22389.46,51,16999.92,5389.54
2022-02-23,2022,2,Delhi,North,C,Grocery,9424.32,52,5766.55,3657.77
2023-11-30,2023,11,Mumbai,West,A,Electronics,20873.79,68,11479.78,9394.01
2023-03-27,2023,3,Mumbai,West,C,Grocery,8464.05,59,6494.59,1969.46
2021-05-03,2021,5,Mumbai,West,C,Grocery,6849.53,56,3746.89,3102.65
2023-02-10,2023,2,Delhi,North,A,Electronics,23756.6,55,14807.01,8949.59
2023-07-01,2023,7,Mumbai,West,D,Electronics,12312.32,34,8259.79,4052.54
2023-08-07,2023,8,Kolkata,East,D,Electronics,13902.55,52,10749.5,3153.05
2023-11-25,2023,11,Delhi,North,D,Electronics,26188.46,49,19117.82,7070.64
2023-07-31,2023,7,Bangalore,South,C,Grocery,6895.02,62,5201.36,1693.65
2022-03-31,2022,3,Delhi,North,A,Electronics,18356.39,51,11612.06,6744.33
2021-06-23,2021,6,Delhi,North,A,Electronics,22361.53,42,14010.78,8350.74
2023-06-19,2023,6,Bangalore,South,D,Electronics,14345.6,43,9244.86,5100.74
2021-01-22,2021,1,Bangalore,South,A,Electronics,23753.86,51,15900.55,7853.32
2023-09-05,2023,9,Bangalore,South,B,Clothing,13227.64,55,9242.81,3984.83
2021-07-05,2021,7,Chennai,South,A,Electronics,7922.92,48,4952.94,2969.98
2021-07-14,2021,7,Kolkata,East,B,Clothing,7281.12,54,5580.19,1700.93
2021-11-21,2021,11,Mumbai,West,A,Electronics,31903.36,61,17922.18,13981.18
2023-01-10,2023,1,Chennai,South,A,Electronics,22626.32,34,11943.83,10682.48
2021-05-17,2021,5,Kolkata,East,C,Grocery,7835.25,43,5669.62,2165.62
2022-03-03,2022,3,Kolkata,East,A,Electronics,13843.94,36,7103.01,6740.93
2021-06-23,2021,6,Chennai,South,D,Electronics,14388.72,52,10105.75,4282.97
2023-03-10,2023,3,Chennai,South,A,Electronics,9694.24,39,7701.15,1993.09
2022-12-12,2022,12,Bangalore,South,A,Electronics,26444.75,58,13694.62,12750.13
2023-05-31,2023,5,Chennai,South,B,Clothing,11087.2,46,7024.76,4062.44
2021-03-17,2021,3,Delhi,North,A,Electronics,19032.39,48,13647.37,5385.02
2023-02-27,2023,2,Delhi,North,A,Electronics,14712.06,32,11344.72,3367.34
2022-01-27,2022,1,Bangalore,South,C,Grocery,7982.74,42,5624.0,2358.73
2022-09-21,2022,9,Bangalore,South,A,Electronics,17138.84,35,9998.58,7140.25
2023-09-17,2023,9,Bangalore,South,B,Clothing,9435.1,55,6325.88,3109.22
2023-07-04,2023,7,Delhi,North,A,Electronics,16855.06,51,12080.57,4774.49
2022-12-05,2022,12,Kolkata,East,A,Electronics,14329.23,50,11126.9,3202.32
2023-09-14,2023,9,Delhi,North,A,Electronics,20819.36,44,16628.06,4191.3
2021-04-20,2021,4,Mumbai,West,C,Grocery,6958.43,52,3939.82,3018.61
2022-05-11,2022,5,Chennai,South,B,Clothing,9981.61,52,6392.46,3589.14
2022-10-13,2022,10,Mumbai,West,C,Grocery,14976.91,37,8019.98,6956.93
2021-09-19,2021,9,Kolkata,East,A,Electronics,18051.51,62,12888.34,5163.17
2021-04-12,2021,4,Kolkata,East,D,Electronics,10989.62,53,6986.7,4002.92
2023-06-07,2023,6,Bangalore,South,A,Electronics,13367.6,44,8481.81,4885.79
2023-02-12,2023,2,Kolkata,East,C,Grocery,8190.93,41,4978.93,3212.0
2021-06-19,2021,6,Delhi,North,A,Electronics,19629.92,43,12092.64,7537.28
2021-09-05,2021,9,Bangalore,South,B,Clothing,13097.47,58,7409.47,5688.0
2021-11-27,2021,11,Kolkata,East,A,Electronics,22788.15,42,13631.1,9157.04
2021-10-18,2021,10,Mumbai,West,D,Electronics,20327.28,55,15868.62,4458.66
2022-12-02,2022,12,Mumbai,West,B,Clothing,6400.89,52,5115.94,1284.95
2022-04-11,2022,4,Kolkata,East,A,Electronics,12491.11,44,9499.78,2991.34
2021-08-12,2021,8,Kolkata,East,C,Grocery,6654.3,68,4281.13,2373.17
2023-04-11,2023,4,Kolkata,East,C,Grocery,8064.81,52,5849.44,2215.38
2021-07-24,2021,7,Chennai,South,C,Grocery,5504.04,58,3842.47,1661.57
2023-07-16,2023,7,Kolkata,East,B,Clothing,7469.49,38,5471.01,1998.47
2021-07-20,2021,7,Chennai,South,B,Clothing,8355.69,37,5978.49,2377.2
2022-09-06,2022,9,Mumbai,West,D,Electronics,19904.05,53,14897.3,5006.75
2021-12-29,2021,12,Delhi,North,A,Electronics,30434.82,30,22496.26,7938.56
2021-07-16,2021,7,Kolkata,East,B,Clothing,10803.06,44,6246.88,4556.19
2023-06-12,2023,6,Kolkata,East,B,Clothing,7881.65,47,5846.54,2035.11
2023-08-13,2023,8,Chennai,South,D,Electronics,10807.42,57,6698.33,4109.09
2022-12-03,2022,12,Delhi,North,A,Electronics,19587.86,67,12671.26,6916.61
2022-05-06,2022,5,Kolkata,East,B,Clothing,7509.23,53,3963.3,3545.93
2022-12-06,2022,12,Bangalore,South,C,Grocery,9133.31,53,4735.69,4397.62
2022-06-20,2022,6,Bangalore,South,D,Electronics,15789.87,57,10939.87,4850.0
2021-02-28,2021,2,Chennai,South,C,Grocery,5980.34,57,4298.25,1682.08
2023-06-05,2023,6,Delhi,North,A,Electronics,14243.03,47,10326.26,3916.77
2022-06-18,2022,6,Kolkata,East,D,Electronics,9925.12,41,7734.15,2190.97
2021-02-11,2021,2,Kolkata,East,C,Grocery,6197.72,70,4352.72,1845.01
2021-12-07,2021,12,Kolkata,East,B,Clothing,14227.64,39,9430.98,4796.66
2022-08-27,2022,8,Chennai,South,B,Clothing,7868.63,33,5730.99,2137.65
2022-05-09,2022,5,Kolkata,East,A,Electronics,14060.97,54,7104.86,6956.11
2021-03-06,2021,3,Chennai,South,C,Grocery,7287.58,62,4066.68,3220.9
2022-10-05,2022,10,Mumbai,West,A,Electronics,28541.13,39,19437.99,9103.15
2021-12-28,2021,12,Delhi,North,A,Electronics,26638.41,51,20609.51,6028.9
2022-01-22,2022,1,Chennai,South,D,Electronics,13379.17,55,10040.97,3338.21
2023-02-15,2023,2,Mumbai,West,C,Grocery,10444.01,51,5499.27,4944.74
2023-07-18,2023,7,Chennai,South,D,Electronics,11801.48,47,6807.99,4993.48
2023-01-09,2023,1,Delhi,North,A,Electronics,18371.58,42,11954.98,6416.59
2022-12-17,2022,12,Chennai,South,A,Electronics,10513.31,50,7013.51,3499.8
2021-10-08,2021,10,Kolkata,East,D,Electronics,14550.86,36,8902.4,5648.46
2023-02-02,2023,2,Chennai,South,C,Grocery,7634.58,45,4926.68,2707.91
2021-06-09,2021,6,Delhi,North,C,Grocery,6552.48,61,4178.76,2373.72
2022-03-25,2022,3,Kolkata,East,B,Clothing,9896.97,56,7712.22,2184.74
2021-09-11,2021,9,Mumbai,West,D,Electronics,15874.57,37,9950.62,5923.96
2021-12-26,2021,12,Bangalore,South,D,Electronics,24682.3,59,19486.91,5195.39
2022-09-25,2022,9,Chennai,South,A,Electronics,19485.4,52,10368.07,9117.33
2022-08-11,2022,8,Kolkata,East,A,Electronics,13627.22,36,8628.83,4998.4
2022-02-26,2022,2,Chennai,South,B,Clothing,9920.34,63,5873.35,4046.99
2023-09-17,2023,9,Bangalore,South,C,Grocery,11493.88,48,6694.87,4799.01
2021-08-06,2021,8,Mumbai,West,B,Clothing,16781.12,48,11935.15,4845.97
2022-04-16,2022,4,Delhi,North,A,Electronics,18486.91,46,12245.63,6241.27
2022-12-14,2022,12,Bangalore,South,A,Electronics,13865.37,48,9435.39,4429.98
2023-06-04,2023,6,Bangalore,South,C,Grocery,7817.12,49,5784.33,2032.79
2021-07-17,2021,7,Bangalore,South,C,Grocery,6612.03,37,4490.53,2121.5
2022-12-06,2022,12,Bangalore,South,D,Electronics,20109.47,48,15279.06,4830.41
2022-11-28,2022,11,Mumbai,West,C,Grocery,12546.21,48,9477.86,3068.35
2022-06-29,2022,6,Kolkata,East,D,Electronics,11786.17,35,8315.75,3470.42
2021-07-10,2021,7,Chennai,South,C,Grocery,5965.27,54,3503.18,2462.09
2023-09-25,2023,9,Bangalore,South,A,Electronics,17489.32,33,12624.94,4864.39
2022-06-08,2022,6,Chennai,South,A,Electronics,17450.18,50,9003.74,8446.44
2023-11-06,2023,11,Chennai,South,B,Clothing,16251.56,39,11712.72,4538.83
2023-06-06,2023,6,Chennai,South,C,Grocery,3849.03,57,2153.14,1695.89
2022-05-07,2022,5,Kolkata,East,A,Electronics,15426.63,54,10772.97,4653.65
2021-07-22,2021,7,Bangalore,South,B,Clothing,8098.83,60,5721.34,2377.49
2023-05-24,2023,5,Mumbai,West,C,Grocery,9708.22,43,5039.55,4668.67
2023-08-04,2023,8,Mumbai,West,B,Clothing,10426.58,32,6396.5,4030.08
2021-08-11,2021,8,Chennai,South,D,Electronics,14836.56,49,10697.12,4139.45
2022-06-20,2022,6,Kolkata,East,B,Clothing,10777.82,40,6974.57,3803.24
2021-10-30,2021,10,Kolkata,East,A,Electronics,25749.28,53,19602.69,6146.59
2022-08-30,2022,8,Mumbai,West,C,Grocery,10648.79,57,8420.04,2228.75
2022-03-05,2022,3,Delhi,North,A,Electronics,16438.63,46,11962.21,4476.43
2022-12-02,2022,12,Delhi,North,C,Grocery,7662.69,60,4325.35,3337.34
2021-06-01,2021,6,Mumbai,West,D,Electronics,15042.64,61,10380.77,4661.87
2021-09-13,2021,9,Mumbai,West,A,Electronics,26383.16,77,20507.8,5875.36
2021-07-06,2021,7,Delhi,North,C,Grocery,5942.5,41,2972.41,2970.08
2021-05-20,2021,5,Chennai,South,A,Electronics,12558.08,43,8193.97,4364.11
2021-10-19,2021,10,Delhi,North,A,Electronics,15346.37,40,10155.1,5191.27
2023-12-25,2023,12,Delhi,North,B,Clothing,17459.48,63,13368.49,4090.99
2022-04-01,2022,4,Bangalore,South,D,Electronics,15584.25,53,11958.87,3625.39
2022-06-22,2022,6,Mumbai,West,D,Electronics,15610.37,44,10691.34,4919.03
2021-12-26,2021,12,Kolkata,East,D,Electronics,19182.49,62,14457.48,4725.01
2023-07-25,2023,7,Kolkata,East,A,Electronics,10222.72,57,6779.07,3443.66
2022-02-01,2022,2,Bangalore,South,C,Grocery,5608.95,46,3517.39,2091.56
2021-02-12,2021,2,Mumbai,West,B,Clothing,10767.0,39,7315.16,3451.84
2022-05-09,2022,5,Delhi,North,C,Grocery,6964.15,53,5338.7,1625.45
2023-09-24,2023,9,Bangalore,South,C,Grocery,10620.03,36,5483.78,5136.25
2023-03-27,2023,3,Chennai,South,D,Electronics,15375.32,41,9762.13,5613.19
2023-01-21,2023,1,Mumbai,West,B,Clothing,12334.44,54,9197.28,3137.16
2022-06-16,2022,6,Chennai,South,D,Electronics,9385.42,48,6906.31,2479.11
2022-07-23,2022,7,Bangalore,South,D,Electronics,11417.64,28,9123.92,2293.72
2021-08-01,2021,8,Bangalore,South,B,Clothing,12499.0,38,8535.62,3963.37
2021-08-01,2021,8,Delhi,North,C,Grocery,8498.29,73,6432.76,2065.54
2021-02-17,2021,2,Kolkata,East,D,Electronics,16659.02,36,9025.13,7633.89
2023-09-21,2023,9,Bangalore,South,B,Clothing,7841.32,76,4824.64,3016.68
2021-10-23,2021,10,Chennai,South,B,Clothing,11182.88,39,6375.16,4807.72
2023-04-13,2023,4,Chennai,South,D,Electronics,13151.34,38,10037.26,3114.08
2022-11-01,2022,11,Delhi,North,A,Electronics,25483.48,35,16096.8,9386.67
2023-04-02,2023,4,Bangalore,South,B,Clothing,9003.76,42,6705.94,2297.82
2023-09-30,2023,9,Mumbai,West,B,Clothing,11456.09,48,6894.18,4561.91
2022-08-16,2022,8,Chennai,South,A,Electronics,20269.48,54,14494.87,5774.61
2021-02-23,2021,2,Chennai,South,A,Electronics,14991.79,46,8805.07,6186.72
2021-04-27,2021,4,Bangalore,South,B,Clothing,12792.97,46,9917.11,2875.86
2023-08-09,2023,8,Kolkata,East,B,Clothing,7624.65,36,4711.99,2912.65
2022-10-26,2022,10,Delhi,North,A,Electronics,22669.33,39,11457.63,11211.7
2022-02-26,2022,2,Mumbai,West,A,Electronics,21272.56,37,16926.37,4346.19
2022-08-07,2022,8,Chennai,South,B,Clothing,11080.23,37,7701.43,3378.8
2023-09-21,2023,9,Chennai,South,C,Grocery,7874.42,38,4123.12,3751.3
2022-04-24,2022,4,Chennai,South,A,Electronics,20539.91,39,12719.92,7819.99
2022-10-30,2022,10,Kolkata,East,C,Grocery,9963.92,64,5853.2,4110.71
2022-04-11,2022,4,Chennai,South,A,Electronics,18669.8,43,14495.14,4174.65
2021-03-19,2021,3,Chennai,South,D,Electronics,15962.84,46,8621.67,7341.17
2023-08-05,2023,8,Kolkata,East,C,Grocery,7980.76,42,6083.59,1897.17
2022-12-13,2022,12,Chennai,South,B,Clothing,11709.59,60,8374.52,3335.07
2023-01-27,2023,1,Kolkata,East,A,Electronics,15789.59,51,12212.74,3576.85
2023-09-19,2023,9,Bangalore,South,D,Electronics,15159.57,27,11123.01,4036.56
2022-05-18,2022,5,Bangalore,South,B,Clothing,11962.69,67,8689.24,3273.45
2023-07-15,2023,7,Mumbai,West,A,Electronics,16306.41,49,8644.99,7661.42
2023-05-15,2023,5,Mumbai,West,A,Electronics,17234.58,44,9565.56,7669.02
2023-10-23,2023,10,Kolkata,East,B,Clothing,14392.2,30,7606.52,6785.68
2023-03-20,2023,3,Kolkata,East,D,Electronics,10384.7,66,6166.15,4218.55
2023-06-17,2023,6,Chennai,South,C,Grocery,6140.42,55,4307.16,1833.26
2021-11-06,2021,11,Chennai,South,C,Grocery,6375.28,39,3384.23,2991.05
2021-08-19,2021,8,Bangalore,South,D,Electronics,12773.11,44,7493.68,5279.43
2022-11-20,2022,11,Kolkata,East,D,Electronics,20006.8,48,13284.4,6722.39
2021-05-23,2021,5,Bangalore,South,D,Electronics,11208.18,60,8712.33,2495.85
2021-05-11,2021,5,Mumbai,West,A,Electronics,23550.56,50,14672.17,8878.39
2023-10-30,2023,10,Chennai,South,C,Grocery,8599.62,53,6628.04,1971.58
2023-03-07,2023,3,Bangalore,South,D,Electronics,14274.93,61,7234.74,7040.19
2023-05-05,2023,5,Mumbai,West,D,Electronics,11400.73,62,6552.32,4848.41
2023-04-25,2023,4,Kolkata,East,B,Clothing,8435.99,43,5911.51,2524.48
2023-11-03,2023,11,Chennai,South,B,Clothing,16723.33,48,11218.83,5504.5
2023-03-06,2023,3,Delhi,North,C,Grocery,8469.43,55,5196.05,3273.38
2023-01-21,2023,1,Bangalore,South,D,Electronics,17989.19,26,14294.65,3694.54
2023-04-08,2023,4,Chennai,South,B,Clothing,7686.12,53,4127.75,3558.37
2021-07-22,2021,7,Kolkata,East,A,Electronics,16612.02,40,11753.99,4858.03
2022-07-27,2022,7,Mumbai,West,A,Electronics,15143.7,33,9598.66,5545.04
2021-04-12,2021,4,Bangalore,South,D,Electronics,16562.7,54,10802.34,5760.36
2022-03-23,2022,3,Delhi,North,C,Grocery,7005.84,45,5247.68,1758.16
2021-08-15,2021,8,Bangalore,South,A,Electronics,18314.18,51,13528.37,4785.81
2023-03-26,2023,3,Chennai,South,B,Clothing,7820.39,56,4705.7,3114.7
2023-01-09,2023,1,Mumbai,West,D,Electronics,19374.95,47,11147.39,8227.56
2021-04-26,2021,4,Bangalore,South,A,Electronics,13847.87,66,8702.83,5145.04
2022-12-30,2022,12,Chennai,South,A,Electronics,19341.45,50,11309.73,8031.71
2021-01-13,2021,1,Bangalore,South,C,Grocery,5820.62,41,4287.65,1532.97
2023-01-16,2023,1,Chennai,South,A,Electronics,15208.96,59,12135.07,3073.89
2021-09-27,2021,9,Delhi,North,A,Electronics,21811.61,51,13733.35,8078.26
2023-09-19,2023,9,Kolkata,East,A,Electronics,16075.15,71,9354.27,6720.88
2023-11-28,2023,11,Delhi,North,D,Electronics,20383.33,58,10469.82,9913.52
2023-09-24,2023,9,Mumbai,West,D,Electronics,21436.08,49,16110.66,5325.42
2021-01-07,2021,1,Kolkata,East,C,Grocery,5906.17,44,4429.23,1476.94
2022-01-14,2022,1,Mumbai,West,A,Electronics,12191.18,71,7307.66,4883.53
2023-06-08,2023,6,Kolkata,East,B,Clothing,7895.85,66,5427.78,2468.07
2022-09-13,2022,9,Mumbai,West,B,Clothing,11532.66,51,8305.23,3227.43
2022-09-01,2022,9,Kolkata,East,C,Grocery,7467.87,49,5764.89,1702.98
2023-03-28,2023,3,Delhi,North,C,Grocery,6072.59,55,4616.52,1456.08
2022-08-18,2022,8,Delhi,North,D,Electronics,17649.42,47,9642.29,8007.14
2021-06-17,2021,6,Delhi,North,C,Grocery,5804.25,58,4449.12,1355.13
2021-07-25,2021,7,Chennai,South,A,Electronics,11628.81,61,8316.81,3312.0
2023-06-20,2023,6,Chennai,South,C,Grocery,5701.26,41,4219.06,1482.21
2023-07-19,2023,7,Delhi,North,B,Clothing,8810.04,43,5486.51,3323.53
2022-06-19,2022,6,Chennai,South,B,Clothing,9093.92,53,6769.08,2324.84
2023-08-06,2023,8,Kolkata,East,C,Grocery,8715.78,58,5162.57,3553.21
2021-07-30,2021,7,Kolkata,East,D,Electronics,9748.64,58,7051.11,2697.54
2021-02-18,2021,2,Mumbai,West,A,Electronics,13656.7,73,10514.6,3142.1
2022-08-10,2022,8,Delhi,North,C,Grocery,8448.29,62,4240.33,4207.96
2021-08-08,2021,8,Mumbai,West,B,Clothing,13949.51,55,9054.12,4895.4
2022-06-18,2022,6,Chennai,South,B,Clothing,7177.09,62,5117.04,2060.05
2023-07-08,2023,7,Bangalore,South,A,Electronics,18146.14,57,10903.64,7242.5
2021-06-14,2021,6,Delhi,North,A,Electronics,16251.23,34,9064.09,7187.14
2023-12-30,2023,12,Kolkata,East,D,Electronics,17824.69,56,11678.42,6146.27
2021-12-16,2021,12,Kolkata,East,B,Clothing,12082.86,47,6238.66,5844.2
2021-11-01,2021,11,Bangalore,South,A,Electronics,22199.6,48,14334.57,7865.02
2022-09-12,2022,9,Bangalore,South,D,Electronics,7583.56,38,5157.29,2426.27
2023-08-10,2023,8,Delhi,North,C,Grocery,7683.72,61,5629.73,2053.98
2023-02-17,2023,2,Chennai,South,C,Grocery,6852.26,48,4169.98,2682.28
2021-01-04,2021,1,Bangalore,South,C,Grocery,5092.67,49,3651.62,1441.05
2021-09-28,2021,9,Delhi,North,D,Electronics,18160.76,49,10631.48,7529.27
2023-11-21,2023,11,Kolkata,East,D,Electronics,20548.84,36,15716.65,4832.19
2023-02-15,2023,2,Chennai,South,B,Clothing,10528.62,38,7303.82,3224.8
2022-03-15,2022,3,Chennai,South,D,Electronics,8880.75,64,4590.94,4289.81
2022-11-06,2022,11,Kolkata,East,C,Grocery,7447.59,38,4512.4,2935.19
2023-01-29,2023,1,Mumbai,West,B,Clothing,17623.0,50,10660.09,6962.91
2022-01-29,2022,1,Chennai,South,B,Clothing,12146.73,58,7017.53,5129.21
2023-09-18,2023,9,Mumbai,West,A,Electronics,15410.28,39,11131.83,4278.45
2023-08-08,2023,8,Bangalore,South,B,Clothing,11880.15,47,8671.51,3208.64
2022-09-04,2022,9,Bangalore,South,A,Electronics,22631.16,59,11514.51,11116.66
2023-02-22,2023,2,Bangalore,South,A,Electronics,20152.14,27,13361.7,6790.45
2022-06-22,2022,6,Bangalore,South,D,Electronics,9752.9,69,5013.36,4739.54
2021-05-11,2021,5,Chennai,South,C,Grocery,6466.93,37,5051.22,1415.71
2023-08-09,2023,8,Mumbai,West,A,Electronics,20414.0,55,13072.47,7341.53
2022-01-14,2022,1,Kolkata,East,A,Electronics,14576.63,45,8634.44,5942.19
2021-04-14,2021,4,Mumbai,West,C,Grocery,12313.32,47,9273.0,3040.32
2021-01-29,2021,1,Chennai,South,A,Electronics,18291.23,35,13722.12,4569.11
2022-06-03,2022,6,Bangalore,South,B,Clothing,11542.43,44,7965.34,3577.1
2023-03-18,2023,3,Delhi,North,A,Electronics,12773.8,39,8154.61,4619.19
2023-07-02,2023,7,Kolkata,East,D,Electronics,10686.49,51,5873.64,4812.85
2023-01-30,2023,1,Bangalore,South,D,Electronics,17010.51,44,9817.73,7192.78
2023-11-12,2023,11,Bangalore,South,D,Electronics,14766.91,54,9228.69,5538.21
2021-12-11,2021,12,Chennai,South,A,Electronics,18924.35,35,10783.46,8140.9
2022-05-30,2022,5,Kolkata,East,D,Electronics,7349.56,61,4693.94,2655.61
2022-10-07,2022,10,Mumbai,West,D,Electronics,19280.33,49,14952.69,4327.65
2021-11-02,2021,11,Kolkata,East,A,Electronics,13567.18,53,10290.53,3276.64
2021-11-29,2021,11,Mumbai,West,D,Electronics,25300.7,46,12814.6,12486.1
2022-02-23,2022,2,Mumbai,West,A,Electronics,16355.31,57,13009.38,3345.93
2023-03-26,2023,3,Delhi,North,D,Electronics,17155.65,57,13182.89,3972.76
2023-05-31,2023,5,Kolkata,East,C,Grocery,4636.51,68,3615.63,1020.87
2021-02-17,2021,2,Kolkata,East,C,Grocery,6797.6,34,5101.86,1695.74
2022-08-16,2022,8,Delhi,North,A,Electronics,25350.67,60,20124.49,5226.18
2023-09-11,2023,9,Chennai,South,D,Electronics,16443.12,37,8866.5,7576.62
2022-03-21,2022,3,Kolkata,East,A,Electronics,16927.02,60,9157.97,7769.05
2022-06-26,2022,6,Mumbai,West,D,Electronics,12253.87,58,7535.99,4717.88
2023-02-27,2023,2,Mumbai,West,C,Grocery,12445.78,45,7043.38,5402.39
2021-10-11,2021,10,Bangalore,South,C,Grocery,13543.15,46,9257.81,4285.34
2022-11-12,2022,11,Bangalore,South,C,Grocery,9759.76,37,7596.39,2163.37
2021-10-11,2021,10,Delhi,North,C,Grocery,9772.02,51,7612.46,2159.56
2021-08-16,2021,8,Delhi,North,D,Electronics,9987.56,28,5668.29,4319.27
2023-03-08,2023,3,Kolkata,East,D,Electronics,9798.41,71,5395.86,4402.55
2023-09-23,2023,9,Delhi,North,D,Electronics,14718.34,45,8335.97,6382.37
2022-09-06,2022,9,Delhi,North,B,Clothing,4883.49,63,3800.95,1082.55
2022-07-19,2022,7,Chennai,South,B,Clothing,8502.49,43,5207.68,3294.8
2021-04-22,2021,4,Delhi,North,C,Grocery,8817.1,33,7032.88,1784.22
2023-04-04,2023,4,Mumbai,West,B,Clothing,6602.87,48,4236.28,2366.59
2021-05-16,2021,5,Chennai,South,A,Electronics,17346.35,47,10660.71,6685.63
2023-08-28,2023,8,Kolkata,East,A,Electronics,14803.91,56,10061.21,4742.7
2021-08-27,2021,8,Bangalore,South,A,Electronics,17341.45,61,13202.12,4139.33
2022-07-28,2022,7,Delhi,North,B,Clothing,13111.7,45,7888.26,5223.44
2023-05-26,2023,5,Chennai,South,A,Electronics,16897.36,45,9509.7,7387.67
2021-12-19,2021,12,Kolkata,East,C,Grocery,5857.88,59,3320.92,2536.96
2021-11-07,2021,11,Kolkata,East,C,Grocery,6046.51,50,3049.45,2997.06
2021-05-23,2021,5,Chennai,South,D,Electronics,12340.16,44,7921.32,4418.83
2023-09-12,2023,9,Mumbai,West,C,Grocery,9936.3,69,5023.2,4913.11
2023-12-30,2023,12,Bangalore,South,C,Grocery,10870.1,38,8647.75,2222.35
2023-05-15,2023,5,Bangalore,South,B,Clothing,14900.56,56,8908.23,5992.34
2021-08-17,2021,8,Mumbai,West,C,Grocery,10004.02,48,7198.87,2805.15
2023-08-23,2023,8,Mumbai,West,A,Electronics,21643.76,68,13331.23,8312.53
2021-06-03,2021,6,Chennai,South,C,Grocery,6165.53,41,3972.4,2193.13
2023-04-17,2023,4,Mumbai,West,B,Clothing,14314.3,49,7953.85,6360.45
2023-02-16,2023,2,Chennai,South,B,Clothing,11708.4,47,6702.41,5005.99
2022-04-18,2022,4,Delhi,North,B,Clothing,10339.4,26,6511.51,3827.89
2023-06-25,2023,6,Bangalore,South,D,Electronics,12018.83,52,6829.42,5189.41
2023-02-17,2023,2,Bangalore,South,B,Clothing,10492.27,42,8218.25,2274.02
2023-10-24,2023,10,Delhi,North,A,Electronics,19290.08,37,13519.38,5770.7
2022-05-24,2022,5,Bangalore,South,A,Electronics,11149.02,36,7098.81,4050.21
2021-07-20,2021,7,Chennai,South,C,Grocery,5593.14,39,2908.98,2684.17
2022-02-12,2022,2,Bangalore,South,B,Clothing,7878.66,36,5895.71,1982.95
2023-09-20,2023,9,Kolkata,East,C,Grocery,5669.73,37,4293.47,1376.26
2021-02-07,2021,2,Bangalore,South,D,Electronics,14168.98,49,8563.95,5605.03
2023-07-09,2023,7,Bangalore,South,A,Electronics,19503.47,56,13215.05,6288.42
2022-12-09,2022,12,Bangalore,South,D,Electronics,18809.49,49,12049.33,6760.17
2021-02-23,2021,2,Kolkata,East,C,Grocery,5138.5,50,3060.69,2077.81
2022-09-17,2022,9,Delhi,North,C,Grocery,8458.32,30,6250.12,2208.2
2021-05-12,2021,5,Mumbai,West,C,Grocery,6156.78,44,4670.59,1486.19
2021-07-14,2021,7,Mumbai,West,B,Clothing,10401.52,46,6385.45,4016.07
2022-05-21,2022,5,Delhi,North,A,Electronics,13799.44,29,7204.25,6595.19
2021-07-28,2021,7,Chennai,South,D,Electronics,7081.69,37,4680.72,2400.97
2021-12-23,2021,12,Chennai,South,D,Electronics,14981.66,24,11526.69,3454.97
2023-08-09,2023,8,Bangalore,South,D,Electronics,16553.88,46,11330.69,5223.2
2021-04-18,2021,4,Mumbai,West,D,Electronics,13904.58,52,8392.34,5512.23
2021-07-24,2021,7,Kolkata,East,D,Electronics,6515.81,53,4521.31,1994.5
2022-09-15,2022,9,Bangalore,South,C,Grocery,6967.75,43,3669.95,3297.8
2022-12-09,2022,12,Chennai,South,B,Clothing,19245.23,60,14229.43,5015.8
2022-08-19,2022,8,Mumbai,West,D,Electronics,18339.82,40,12527.44,5812.39
2021-07-06,2021,7,Mumbai,West,D,Electronics,11291.52,34,7739.34,3552.19
2021-08-04,2021,8,Mumbai,West,B,Clothing,12332.7,44,7544.16,4788.54
